yyyymmdd,camid,deployment,image_label,monoday,toolday,comments,stillcam,deployed,camwork,onsite,island
20180126,Cebus-17-02,C,Cebus-17-02C,1,1,,1,1,1,1,Jicaron
20180127,Cebus-17-02,C,Cebus-17-02C,0,0,,1,1,1,1,Jicaron
20180128,Cebus-17-02,C,Cebus-17-02C,1,1,,1,1,1,1,Jicaron
20180129,Cebus-17-02,C,Cebus-17-02C,1,1,,1,1,1,1,Jicaron
20180130,Cebus-17-02,C,Cebus-17-02C,1,0,transport observed,1,1,1,1,Jicaron
20180131,Cebus-17-02,C,Cebus-17-02C,0,0,,1,1,1,1,Jicaron
20180201,Cebus-17-02,C,Cebus-17-02C,0,0,,1,1,1,1,Jicaron
20180202,Cebus-17-02,C,Cebus-17-02C,1,0,,1,1,1,1,Jicaron
20180203,Cebus-17-02,C,Cebus-17-02C,0,0,,1,1,1,1,Jicaron
20180204,Cebus-17-02,C,Cebus-17-02C,1,1,,1,1,1,1,Jicaron
20180205,Cebus-17-02,C,Cebus-17-02C,1,1,,1,1,1,1,Jicaron
20180206,Cebus-17-02,C,Cebus-17-02C,1,0,,1,1,1,1,Jicaron
20180207,Cebus-17-02,C,Cebus-17-02C,1,1,,1,1,1,1,Jicaron
20180208,Cebus-17-02,C,Cebus-17-02C,1,1,,1,1,1,1,Jicaron
20180209,Cebus-17-02,C,Cebus-17-02C,1,1,,1,1,1,1,Jicaron
20180210,Cebus-17-02,C,Cebus-17-02C,1,1,,1,1,1,1,Jicaron
20180211,Cebus-17-02,C,Cebus-17-02C,0,0,,1,1,1,1,Jicaron
20180212,Cebus-17-02,C,Cebus-17-02C,0,0,,1,1,1,1,Jicaron
20180213,Cebus-17-02,C,Cebus-17-02C,0,0,,1,1,1,1,Jicaron
20180214,Cebus-17-02,C,Cebus-17-02C,1,1,across rio huge rock,1,1,1,1,Jicaron
20180215,Cebus-17-02,C,Cebus-17-02C,1,1,,1,1,1,1,Jicaron
20180216,Cebus-17-02,C,Cebus-17-02C,1,1,,1,1,1,1,Jicaron
20180217,Cebus-17-02,C,Cebus-17-02C,1,1,,1,1,1,1,Jicaron
20180218,Cebus-17-02,C,Cebus-17-02C,0,0,,1,1,1,1,Jicaron
20180219,Cebus-17-02,C,Cebus-17-02C,1,0,,1,1,1,1,Jicaron
20180220,Cebus-17-02,C,Cebus-17-02C,0,0,,1,1,1,1,Jicaron
20180221,Cebus-17-02,C,Cebus-17-02C,1,1,,1,1,1,1,Jicaron
20180222,Cebus-17-02,C,Cebus-17-02C,0,0,,1,1,1,1,Jicaron
20180223,Cebus-17-02,C,Cebus-17-02C,1,0,,1,1,1,1,Jicaron
20180224,Cebus-17-02,C,Cebus-17-02C,0,0,,1,1,1,1,Jicaron
20180225,Cebus-17-02,C,Cebus-17-02C,1,0,,1,1,1,1,Jicaron
20180226,Cebus-17-02,C,Cebus-17-02C,0,0,,1,1,1,1,Jicaron
20180227,Cebus-17-02,C,Cebus-17-02C,1,1,some fruit being eaten in AM,1,1,1,1,Jicaron
20180228,Cebus-17-02,C,Cebus-17-02C,0,0,,1,1,1,1,Jicaron
20180301,Cebus-17-02,C,Cebus-17-02C,0,0,,1,1,1,1,Jicaron
20180302,Cebus-17-02,C,Cebus-17-02C,0,0,,1,1,1,1,Jicaron
20180303,Cebus-17-02,C,Cebus-17-02C,1,0,,1,1,1,1,Jicaron
20180304,Cebus-17-02,C,Cebus-17-02C,1,0,,1,1,1,1,Jicaron
20180305,Cebus-17-02,C,Cebus-17-02C,1,1,across rio huge rock,1,1,1,1,Jicaron
20180306,Cebus-17-02,C,Cebus-17-02C,1,0,,1,1,1,1,Jicaron
20180307,Cebus-17-02,C,Cebus-17-02C,1,0,,1,1,1,1,Jicaron
20180308,Cebus-17-02,C,Cebus-17-02C,1,1,god photos,1,1,1,1,Jicaron
20180309,Cebus-17-02,C,Cebus-17-02C,1,0,,1,1,1,1,Jicaron
20180310,Cebus-17-02,C,Cebus-17-02C,1,0,,1,1,1,1,Jicaron
20180311,Cebus-17-02,C,Cebus-17-02C,1,1,,1,1,1,1,Jicaron
20180312,Cebus-17-02,C,Cebus-17-02C,1,0,,1,1,1,1,Jicaron
20180313,Cebus-17-02,C,Cebus-17-02C,1,0,,1,1,1,1,Jicaron
20180314,Cebus-17-02,C,Cebus-17-02C,1,0,,1,1,1,1,Jicaron
20180315,Cebus-17-02,C,Cebus-17-02C,1,0,,1,1,1,1,Jicaron
20180316,Cebus-17-02,C,Cebus-17-02C,1,0,,1,1,1,1,Jicaron
20180317,Cebus-17-02,C,Cebus-17-02C,1,0,,1,1,1,1,Jicaron
20180318,Cebus-17-02,C,Cebus-17-02C,0,0,,1,1,1,1,Jicaron
20180319,Cebus-17-02,C,Cebus-17-02C,1,0,,1,1,1,1,Jicaron
20180320,Cebus-17-02,C,Cebus-17-02C,0,0,,1,1,1,1,Jicaron
20180321,Cebus-17-02,C,Cebus-17-02C,1,1,,1,1,1,1,Jicaron
20180322,Cebus-17-02,C,Cebus-17-02C,0,0,,1,1,1,1,Jicaron
20180323,Cebus-17-02,C,Cebus-17-02C,1,0,,1,1,1,1,Jicaron
20180106,Cebus-22-01,C,Cebus-22-01C,0,0,,1,1,1,1,Jicaron
20180115,Cebus-22-01,C,Cebus-22-01C,0,0,,1,1,1,1,Jicaron
20180115,Cebus-22-01,C,Cebus-22-01C,0,0,,1,1,1,1,Jicaron
20180325,Cebus-22-01,C,Cebus-22-01C,0,0,,1,1,1,1,Jicaron
20180106,Cebus-23-01,C,Cebus-23-01C,0,0,,0,1,1,1,Jicaron
20180224,Cebus-23-01,C,Cebus-23-01C,0,0,,0,1,1,1,Jicaron
20180325,Cebus-23-01,C,Cebus-23-01C,0,0,,0,1,0,1,Jicaron
20180106,Cebus-15-02,C,Cebus-15-02C,0,0,,0,1,1,1,Jicaron
20180325,Cebus-15-02,C,Cebus-15-02C,0,0,,0,1,0,1,Jicaron
20180323,Cebus-15-02,C,Cebus-15-02C,0,0,,0,1,0,1,Jicaron
20180106,Cebus-15-03,C,Cebus-15-03C,0,0,,0,1,1,1,Jicaron
20180325,Cebus-15-03,C,Cebus-15-03C,0,0,,0,1,0,1,Jicaron
20180323,Cebus-15-03,C,Cebus-15-03C,0,0,,0,1,0,1,Jicaron
